,addresses_roadtype_name,addresses_end_street_number,values_attribute_name,addresses_road_name,values_category,addresses_zip_code,secondary_filters_id,values_value,addresses_town,geo_epgs_4326_y,geo_epgs_4326_x,secondary_filters_name,secondary_filters_tree,addresses_district_name,geo_epgs_25831_x,addresses_start_street_number,register_id,institution_id,addresses_main_address,addresses_district_id,addresses_roadtype_id,addresses_type,addresses_neighborhood_id,_id,name,addresses_road_id,created,geo_epgs_25831_y,institution_name,modified,secondary_filters_asia_id,secondary_filters_fullpath,values_description,values_id,addresses_neighborhood_name,values_outstanding,values_attribute_id
10,,,Atenció al client,Av Diagonal,Telèfons,8018,58731071,914908900,BARCELONA,2.1925213552739606,41.40497574863421,Grans centres comercials,651,Sant Martí,432506.888609326,208,﻿95111123350,,True,10,,,66,11,Hipermercat Carrefour *Glòries,144601,1995-04-21T00:00:00,4584029.356299913,,2021-03-03T22:14:50.980726,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,186157,el Parc i la Llacuna del Poblenou,True,20005
11,,,Tel.,Av Diagonal,Telèfons,8029,58731071,934440154,BARCELONA,2.1353959606306443,41.38974559970474,Grans centres comercials,651,Les Corts,427715.1435128675,555,﻿75990287346,,True,4,,,19,12,Botiga Decathlon *Illa Diagonal,144601,1996-09-18T00:00:00,4582384.607353548,,2021-03-03T22:14:37.097714,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,148450,les Corts,True,20001
12,,,Centraleta,Av Portal de l'Àngel,Telèfons,8002,58731071,933063800,BARCELONA,2.172547285485225,41.38587604089751,Grans centres comercials,651,Ciutat Vella,430817.0904579748,19,﻿75990530816,,True,1,,,2,13,El Corte Inglés *Avinguda Portal de l'Àngel,268808,1998-05-09T00:00:00,4581924.688490288,,2021-03-03T22:14:58.034204,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,154341,el Barri Gòtic,True,20003
13,,,Centraleta,Av Diagonal,Telèfons,8028,58731071,933667100,BARCELONA,2.1279372707215516,41.387999295560874,Grans centres comercials,651,Les Corts,427089.6056334056,617,﻿75990061996,,True,4,,,19,14,Centre Comercial El Corte Inglés *Avinguda Diagonal,144601,1996-09-18T00:00:00,4582196.984049929,,2021-03-03T22:14:17.560550,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,139129,les Corts,True,20003
14,,,Tel.,Mallorca,Telèfons,8014,58731071,934262199,BARCELONA,2.142944885907326,41.379211046363714,Grans centres comercials,651,Sants-Montjuïc,428334.7077414836,1,﻿75990079618,,True,3,,,15,15,Hipermercat Esclat,191204,1996-09-18T00:00:00,4581208.806959857,,2021-03-03T22:14:22.234527,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,140988,Hostafrancs,True,20001
15,,,Centraleta,C Aragó,Telèfons,8007,58731071,933932410,BARCELONA,2.16417521477045,41.391450688258104,Grans centres comercials,651,Eixample,430123.0690745961,270,﻿75990016429,,True,2,,,7,16,Servei Estació *Aragó,18505,1996-09-17T00:00:00,4582550.295243172,,2021-03-03T22:15:49.190978,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,135102,la Dreta de l'Eixample,True,20003
16,,,Informació,Passeig de Potosí,Telèfons,8030,58731071,933608971,Barcelona,2.1983701695643023,41.4425624486565,Grans centres comercials,651,Sant Andreu,433034.3956556532,2,﻿159135755,,True,9,,,59,17,Centre Comercial Westfiel La Maquinista,701357,2000-06-07T00:00:00,4588197.655780305,,2021-10-04T12:02:43.749098,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,129634,el Bon Pastor,True,20006
17,,,Tel.,C Pelai,Telèfons,8001,58731071,933180108,BARCELONA,2.1688916588674605,41.385734065674626,Grans centres comercials,651,Eixample,430511.2914332847,39,﻿98310133440,,True,2,,,7,18,Centre Comercial El Triangle,250904,1998-11-06T00:00:00,4581911.851552849,,2021-03-03T22:15:49.531908,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,200930,la Dreta de l'Eixample,True,20001
18,,,Tel.,Pg Potosí,Telèfons,8030,58731071,932747400,BARCELONA,2.1983701814229795,41.44256245774646,Grans centres comercials,651,Sant Andreu,433034.39665564324,2,﻿227122523,,True,9,,,59,19,Hipermercat Carrefour *La Maquinista,701357,2000-08-14T00:00:00,4588197.656780293,,2021-03-03T22:14:09.675102,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,130762,el Bon Pastor,True,20001
19,,,Tel.,Moll Espanya,Telèfons,8039,58731071,932258100,BARCELONA,2.1832313335687172,41.37576189535446,Grans centres comercials,651,Ciutat Vella,431699.80410681455,5,﻿95128134914,,True,1,,,2,20,Centre Comercial Maremàgnum,541576,1995-05-08T00:00:00,4580793.35871181,,2021-03-03T22:15:46.699456,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,185341,el Barri Gòtic,True,20001
20,,,Atenció al client,Av Diagonal,Telèfons,8029,58731071,902100632,BARCELONA,2.134920683884301,41.389823265125344,Grans centres comercials,651,Les Corts,427675.4938963018,555,﻿96318111509,,True,4,,,19,21,Botiga FNAC *Illa Diagonal,144601,1996-11-13T00:00:00,4582393.626257071,,2021-03-03T22:14:38.654433,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,195428,les Corts,True,20005
21,,,Tel.,G.V. Corts Catalanes,Telèfons,8015,58731071,932890244,BARCELONA,2.1499752959539173,41.376038338441205,Grans centres comercials,651,Eixample,428919.128134815,373,﻿99400267330,,True,2,,,9,22,Centre Comercial Arenas de Barcelona,169409,2011-03-25T11:12:32,4580850.788577912,,2021-03-03T22:14:30.332014,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,224334,la Nova Esquerra de l'Eixample,True,20001
22,,,Tel.,C Salvador Espriu,Telèfons,8005,58731071,932210909,BARCELONA,2.1978686794906324,41.39092742219698,Grans centres comercials,651,Sant Martí,432939.40871910215,61,﻿96108130943,,True,10,,,67,23,Centre Comercial El Centre de la Vila,700662,1996-04-17T00:00:00,4582465.578640014,,2021-03-03T22:14:31.516846,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,190854,la Vila Olímpica del Poblenou,True,20001
23,,,Tel.,Av Diagonal,Telèfons,8018,58731071,934860404,BARCELONA,2.1925213552739606,41.40497574863421,Grans centres comercials,651,Sant Martí,432506.888609326,208,﻿93293093019,,True,10,,,66,24,Centre Comercial Glòries,144601,1993-10-20T00:00:00,4584029.356299913,,2021-03-03T22:15:37.808223,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,Informació i atenció al client,174961,el Parc i la Llacuna del Poblenou,True,20001
24,,,Tel.,Av Rio de Janeiro,Telèfons,8016,58731071,932765070,BARCELONA,2.1810417657639785,41.43512473027454,Grans centres comercials,651,Nou Barris,431579.0119413545,42,﻿1256130510,,True,8,,,45,25,Centre Comercial Som Multiespai,282650,2001-09-13T00:00:00,4587385.475400657,,2021-03-03T22:14:09.718501,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,132892,Porta,True,20001
25,,,Informació,Av Diagonal,Telèfons,8019,58731071,935677637,BARCELONA,2.216422759940968,41.41045744398306,Grans centres comercials,651,Sant Martí,434510.2090325903,3,﻿1313140637,,True,10,,,69,26,Centre Comercial Diagonal Mar,144601,2001-11-09T00:00:00,4584619.5799381975,,2021-03-03T22:14:09.448199,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,133178,Diagonal Mar i el Front Marítim del Poblenou,True,20006
26,,,Centraleta,Pg Andreu Nin,Telèfons,8016,58731071,932439000,BARCELONA,2.181261051587357,41.4363372665169,Grans centres comercials,651,Nou Barris,431598.6057238942,51,﻿99400118644,,True,8,,,45,27,El Corte Inglés *Can Dragó,700021,2005-06-07T12:03:29,4587519.917094888,,2021-03-03T22:16:04.680623,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,213501,Porta,True,20003
27,,,Tel.,Pl Catalunya,Telèfons,8002,58731071,933441808,BARCELONA,2.1694182154496646,41.38604507506723,Grans centres comercials,651,Eixample,430555.64799505565,4,﻿98314113344,,True,2,,,7,28,Botiga FNAC *El Triangle,74404,1998-11-10T00:00:00,4581945.957229142,,2021-03-03T22:15:49.551432,65103005000003,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Grans centres comercials,,202678,la Dreta de l'Eixample,True,20001
