,addresses_roadtype_name,addresses_end_street_number,values_attribute_name,addresses_road_name,values_category,addresses_zip_code,secondary_filters_id,values_value,addresses_town,geo_epgs_4326_y,geo_epgs_4326_x,secondary_filters_name,secondary_filters_tree,addresses_district_name,geo_epgs_25831_x,addresses_start_street_number,register_id,institution_id,addresses_main_address,addresses_district_id,addresses_roadtype_id,addresses_type,addresses_neighborhood_id,_id,name,addresses_road_id,created,geo_epgs_25831_y,institution_name,modified,secondary_filters_asia_id,secondary_filters_fullpath,values_description,values_id,addresses_neighborhood_name,values_outstanding,values_attribute_id
10,,,Tel.,Av Estadi,Telèfons,8038,66731068,010,BARCELONA,2.1529654736615242,41.366093518468645,WiFi BCN,651,Sants-Montjuïc,429158.3870412853,42,﻿92086011925,,True,3,,,11,11,Jardins d'Aclimatació de Montjuïc,116402,1985-04-01T00:00:00,4579744.284431306,,2022-05-25T13:51:39.230172,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,,163788,el Poble-sec,True,20001
11,,,Tel.,C Montevideo,Telèfons,8034,55737068,010,BARCELONA,2.112199777559347,41.39940218424315,Parcs i jardins,651,Sarrià-Sant Gervasi,425786.80201446573,45,﻿92086011933,,True,5,,,23,12,Parc del Castell de l'Oreneta,218402,1985-04-01T00:00:00,4583476.280286147,,2021-06-10T09:17:23.358259,65103002006000,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,,163768,Sarrià,True,20001
12,,,Tel.,Av Pau Casals,Telèfons,8021,55737068,010,BARCELONA,2.1419158924657906,41.39410523623182,Parcs i jardins,651,Sarrià-Sant Gervasi,428265.0380661559,19,﻿92086011942,,True,5,,,26,13,Turó Park - Parc del Poeta Eduard Marquina,143507,1985-04-01T00:00:00,4582863.1898014555,,2022-06-29T12:33:11.525517,65103002006000,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,,163806,Sant Gervasi - Galvany,True,20001
13,,,Tel.,C Nou de la Rambla,Telèfons,8004,55737068,010,BARCELONA,2.1658337161656225,41.370463961160546,Parcs i jardins,651,Sants-Montjuïc,430239.2994283526,203,﻿99400191003,,True,3,,,11,14,Parc de la Primavera,86902,2007-09-26T11:08:35,4580219.047020415,,2022-05-23T16:51:53.814091,65103002006000,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,,219029,el Poble-sec,True,20001
14,,,Tel.,Pg Mare de Déu del Coll,Telèfons,8023,54733069,932105151,BARCELONA,2.1468663071393794,41.416189496832175,Albergs juvenils,651,Gràcia,428703.0382911407,41,﻿92086012294,,True,6,,,28,15,Casa Marsans - Alberg Mare de Déu de Montserrat - AJ000084,230000,1988-02-15T00:00:00,4585310.873024361,,2021-03-03T22:15:39.437774,65103001002001,Planol BCN >> Allotjament >> Altres allotjaments >> Albergs juvenils,Recepció,163424,Vallcarca i els Penitents,True,20001
15,,,Tel.,C Nou de la Rambla,Telèfons,8001,55734068,938082187,BARCELONA,2.1731803971737738,41.37814933333809,Bars i pubs musicals,651,Ciutat Vella,430861.8411993425,34,﻿75990145637,,True,1,,,1,16,Bar Musical London Bar,86902,1996-09-18T00:00:00,4581066.376876397,,2021-03-03T22:14:29.856238,65103002003000,Planol BCN >> Cultura i lleure >> Espais de música i copes >> Bars i pubs musicals,,145936,el Raval,True,20001
16,,,Tel.,Carrer de Siracusa,Telèfons,8012,,932193651,Barcelona,2.1611329487796156,41.40196689745648,,,Gràcia,429880.03019292693,53,﻿75990282616,,True,6,,,31,17,Associació Catalana per la Integració i el Desenvolupament Humà,326201,1996-09-18T00:00:00,4583720.248780129,,2021-07-15T09:03:43.851821,,,Fundació ACIDH,149034,la Vila de Gràcia,True,20001
17,,,,C Sant Pere Més Baix,,8003,,,BARCELONA,2.1785727826536077,41.38814215702065,,,Ciutat Vella,431323.268487059,68,﻿99400387313,,True,1,,,4,18,Sant Pere i Santa Caterina,31707,2015-05-25T16:19:43,4582171.476185293,,2021-09-09T02:14:21.894905,,,,,"Sant Pere, Santa Caterina i la Ribera",,
18,,,Tel.,Carrer de Muntaner,Telèfons,8022,55733072,932546265,Barcelona,2.135308972460361,41.405365338998074,Centres cívics,651,Sarrià-Sant Gervasi,427725.1780428968,544,﻿99400179909,,True,5,,,25,19,Centre Cívic Vil·la Florida,223606,2007-03-27T09:49:55,4584118.764439972,,2022-06-13T10:50:43.011868,65103002002004,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,,217585,Sant Gervasi - la Bonanova,True,20001
19,,,Tel.,Carrer de Muntaner,Telèfons,8022,66731068,932546265,Barcelona,2.135308972460361,41.405365338998074,WiFi BCN,651,Sarrià-Sant Gervasi,427725.1780428968,544,﻿99400179909,,True,5,,,25,20,Centre Cívic Vil·la Florida,223606,2007-03-27T09:49:55,4584118.764439972,,2022-06-13T10:50:43.011868,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,,217585,Sant Gervasi - la Bonanova,True,20001
20,,51,Tel.,Carretera de Montjuïc,Telèfons,8038,55737068,010,Barcelona,2.169190267865246,41.366934580208515,Parcs i jardins,651,Sants-Montjuïc,430516.2526095569,41,﻿1338142144,,True,3,,,11,21,Jardins del Mirador de l'Alcalde,218504,2001-12-04T00:00:00,4579824.525955966,,2021-05-03T16:03:44.541155,65103002006000,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,,133714,el Poble-sec,True,20001
21,,,Tel.,Carrer de Ros de Olano,Telèfons,8012,,932181964,Barcelona,2.1547866320723554,41.401146760756895,,,Gràcia,429348.65537356975,9,﻿92086003071,,True,6,,,31,22,Centre Moral i Instructiu de Gràcia,288102,2002-05-09T10:29:32,4583634.35450728,,2021-11-03T13:11:38.962881,,,,159971,la Vila de Gràcia,True,20001
22,,,,Pau Claris,,8010,,,BARCELONA,2.1713337865477698,41.38944576760637,,,Eixample,430719.41932562995,81,﻿92086008911,,True,2,,,7,23,Casal Sant Jordi,247659,1984-12-10T00:00:00,4582321.963593714,,2021-03-03T22:15:34.417400,,,,,la Dreta de l'Eixample,,
23,,,Tel.,Rbla Catalunya,Telèfons,8007,61732068,932152975,BARCELONA,2.162424791257872,41.39166621624898,Farmàcies,651,Eixample,429976.959489372,77,﻿75990412959,,True,2,,,7,24,Farmàcia Jordi de Bolós,74506,1996-11-25T00:00:00,4582575.635965706,,2021-03-03T22:14:51.455212,65103008001000,Planol BCN >> Sanitat >> Farmàcies >> Farmàcies,,153330,la Dreta de l'Eixample,True,20001
24,,,,Av Sarrià,,8029,,,BARCELONA,2.1394911073808047,41.39084065982191,,,Les Corts,428058.7271481534,71,﻿92086008973,,True,4,,,19,25,Edifici Talaia Barcelona,320704,1984-12-10T00:00:00,4582502.77127392,,2021-03-03T22:15:00.914421,,,,,les Corts,,
25,,,Tel.,Avinguda de Francesc Ferrer i Guàrdia,Telèfons,8038,,935086300,Barcelona,2.1467430809493484,41.36914809976753,,,Sants-Montjuïc,428641.3109980409,13,﻿92086008895,,True,3,,,11,26,Poble Espanyol de Barcelona,198702,1984-12-10T00:00:00,4580088.501961428,,2022-04-06T12:03:49.012256,,,,161945,el Poble-sec,True,20001
26,,140,Tel.,Carrer de Pau Alsina,Telèfons,8024,,932102551,Barcelona,2.1604194727546537,41.4120436129141,,,Gràcia,429831.23407453997,138,﻿75990079999,,True,6,,,30,27,Club Esportiu Europa,321605,1996-09-18T00:00:00,4584839.53213791,,2021-05-18T15:40:51.858181,,,,141382,la Salut,True,20001
27,,,Tel.,C Sant Sebastià,Telèfons,8030,59731075,933113305,BARCELONA,2.1914231867699456,41.42900359854308,Esglésies catòliques,651,Sant Andreu,432440.0027235979,47,﻿92086004877,,True,9,,,60,28,Parròquia de Sant Josep Manyanet,310904,1984-05-30T00:00:00,4586697.759274233,,2021-03-03T22:15:31.544609,65103006000007,Planol BCN >> Llocs de culte >> Llocs de culte >> Esglésies catòliques,,160631,Sant Andreu,True,20001
28,,,Tel.,Carrer Gran de Sant Andreu,Telèfons,8030,55733072,933119953,Barcelona,2.1894124386376466,41.43088018380354,Centres cívics,651,Sant Andreu,432273.94529327267,111,﻿92086004879,,True,9,,,60,29,Centre Cívic Sant Andreu,296202,1984-05-30T00:00:00,4586907.667195705,,2022-07-19T09:06:33.765487,65103002002004,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,,160632,Sant Andreu,True,20001
29,,,Tel.,Carrer Gran de Sant Andreu,Telèfons,8030,66731068,933119953,Barcelona,2.1894124386376466,41.43088018380354,WiFi BCN,651,Sant Andreu,432273.94529327267,111,﻿92086004879,,True,9,,,60,30,Centre Cívic Sant Andreu,296202,1984-05-30T00:00:00,4586907.667195705,,2022-07-19T09:06:33.765487,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,,160632,Sant Andreu,True,20001
30,,,Tel.,Avinguda de Pedralbes,Telèfons,8034,,933177652,Barcelona,2.1208592991305353,41.38849058797558,,,Les Corts,426498.38636682206,7,﻿2063142018,,True,4,,,21,31,Pavellons d'Entrada de l'Antiga Finca Güell,359200,2002-03-04T00:00:00,4582257.506331367,,2021-10-18T15:23:24.715718,,,,135233,Pedralbes,True,20001
31,,,Tel.,C Padilla,Telèfons,8013,56732070,933523011,BARCELONA,2.185159128100962,41.398772424934776,Música,651,Eixample,431885.0337887164,155,﻿1081085606,,True,2,,,5,32,Escola Superior de Música de Catalunya,238400,2001-03-22T00:00:00,4583346.43383598,,2021-03-03T22:14:29.223021,65103003001002,Planol BCN >> Educació >> Ensenyament reglat >> Música,,132274,el Fort Pienc,True,20001
32,,,Tel.,Carrer de la Seca,Telèfons,8003,,934589994,Barcelona,2.1820243407637814,41.38499383475699,,,Ciutat Vella,431608.54478570237,2,﻿14143802,,True,1,,,4,33,Fundació Joan Brossa,321503,2000-01-14T00:00:00,4581819.224680503,,2022-03-24T12:19:38.725072,,,,128671,"Sant Pere, Santa Caterina i la Ribera",True,20001
33,,,Tel.,C Casp,Telèfons,8010,,934416306,BARCELONA,2.1740702334657036,41.39204185286289,,,Eixample,430950.94901651656,43,﻿1310145333,,True,2,,,7,34,OikoCrèdit Catalunya,71600,2001-11-06T00:00:00,4582607.992850317,,2021-03-03T22:14:09.376178,,,,133216,la Dreta de l'Eixample,True,20001
34,,,,C Riera de Sant Miquel,,8006,,,BARCELONA,2.15627378447512,41.3981582119799,,,Gràcia,429469.7362669575,44,﻿99400477358,,True,6,,,31,35,Edifici Modernista Riera de Sant Miquel 44,282401,2017-02-07T13:49:35,4583301.357780553,,2021-03-03T22:15:54.565205,,,,,la Vila de Gràcia,,
35,,,,C Gran de Gràcia,,8012,,,BARCELONA,2.157280332554822,41.39846772405435,,,Gràcia,429554.21243909665,18,﻿99400477378,,True,6,,,31,36,Edifici de La Caixa de Barcelona,206403,2017-02-07T17:09:01,4583334.900470976,,2021-03-03T22:15:00.148511,,,,,la Vila de Gràcia,,
36,,,No tenen telèfon,Av Diagonal,Telèfons,8037,,-,BARCELONA,2.1607220347024616,41.39708330346533,,,Eixample,429840.42969062825,442,﻿354143355,,True,2,,,7,37,Casa Comalat,144601,2000-12-19T00:00:00,4583178.411056954,,2021-03-03T22:14:07.386868,,,,130386,la Dreta de l'Eixample,True,100050
37,,,,C Gran de Gràcia,,8012,,,BARCELONA,2.152713414330724,41.402647384357394,,,Gràcia,429176.983006092,170,﻿99400477404,,True,6,,,31,38,Metro Fontana,206403,2017-02-08T08:43:57,4583802.644830022,,2021-09-09T02:16:09.973548,,,,,la Vila de Gràcia,,
38,,,,Pl Joanic,,8024,,,BARCELONA,2.1622519725038294,41.40530525605285,,,Gràcia,429977.1531724,,﻿99400477411,,True,6,,,31,39,La plaça d'en Joanic,167505,2017-02-08T09:08:15,4584089.964194581,,2021-09-09T02:16:13.765749,,,,,la Vila de Gràcia,,
39,,,Atenció ciutadana,Pl Nova,Telèfons,8002,,933067841,BARCELONA,2.1750593430010214,41.38447776866129,,,Ciutat Vella,431025.6464628435,5,﻿92086000953,,True,1,,,2,40,Col·legi d'Arquitectes de Catalunya,230907,1984-05-30T00:00:00,4581767.452067333,,2021-07-06T22:49:41.394733,,,,160011,el Barri Gòtic,True,20052
40,,,Informació,Ctra Sant Cugat,Telèfons,8035,65731076,010,BARCELONA,2.130702385728167,41.42502856858588,Horts urbans,651,Horta-Guinardó,427362.0460985986,114,﻿1156115521,,True,7,,,39,41,Hort Urbà Masia Can Soler,148409,2001-06-05T00:00:00,4586305.61304356,,2021-03-03T22:14:27.119078,65103012000008,Planol BCN >> Medi ambient >> Medi ambient >> Horts urbans,,131770,Sant Genís dels Agudells,True,20006
41,,,Tel.,C Pujades,Telèfons,8005,56732071,934153474,BARCELONA,2.195641449471245,41.39772635565731,Universitats,651,Sant Martí,432760.2113096316,118,﻿75990488467,,True,10,,,68,42,"BAU, Centre Universitari d'Arts i Disseny de Barcelona",270901,1998-03-28T00:00:00,4583222.112223816,,2021-12-24T10:38:44.399072,65103003001003,Planol BCN >> Educació >> Ensenyament reglat >> Universitats,,154844,el Poblenou,True,20001
42,,,,C Santa Magdalena,,8012,,,BARCELONA,2.1524799804849275,41.40368647833563,,,Gràcia,429158.5991603751,1,﻿99400477275,,True,6,,,31,43,Casa F. Homet,317007,2017-02-06T13:51:32,4583918.194699254,,2021-03-03T22:14:55.764603,,,,,la Vila de Gràcia,,
43,,,,C Gran de Gràcia,,8012,,,BARCELONA,2.152775398750866,41.40217836640819,,,Gràcia,429181.6549716696,135,﻿99400477277,,True,6,,,31,44,Casa Feliu Iglesies,206403,2017-02-06T13:59:20,4583750.524339327,,2021-07-15T14:25:41.561658,,,,,la Vila de Gràcia,,
44,,,,C Ca l'Alegre de Dalt,,8024,,,BARCELONA,2.160063116454555,41.41041608639633,,,Gràcia,429799.6987775702,72,﻿99400477321,,True,6,,,32,45,Casa Gustà,7906,2017-02-07T09:30:15,4584659.134607729,,2021-03-03T22:14:34.441117,,,,,el Camp d'en Grassot i Gràcia Nova,,
45,,,,C Or,,8012,,,BARCELONA,2.157716680356859,41.40487709704659,,,Gràcia,429597.60686866974,44,﻿99400477335,,True,6,,,31,46,Casa Rubinat,236700,2017-02-07T10:55:11,4584046.106543488,,2021-03-03T22:14:34.445338,,,,,la Vila de Gràcia,,
46,,,,C Mare de Déu de la Salut,,8024,,,BARCELONA,2.156053352602201,41.410989814046026,,,Gràcia,429465.18801257154,31,﻿99400477337,,True,6,,,30,47,Casa Tomàs Valls,366002,2017-02-07T11:01:55,4584726.086885341,,2021-03-03T22:14:37.952737,,,,,la Salut,,
47,,,Centraleta,C Sant Quintí,Telèfons,8041,61731068,932919000,BARCELONA,2.1739598683555683,41.415441083959905,Hospitals i clíniques,651,Horta-Guinardó,430966.4933325924,89,﻿92086003435,,True,7,,,35,48,Hospital de la Santa Creu i Sant Pau,310008,1988-03-18T00:00:00,4585205.834517813,,2021-03-11T13:41:18.739054,65103008000000,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,,160485,el Guinardó,True,20003
48,,,,C Bascònia,,8030,,,BARCELONA,2.186869522394108,41.43554210043539,,,Sant Andreu,432066.3392035293,45,﻿99400477789,,True,9,,,60,49,Carrer Pons i Gallarza,354604,2017-02-13T11:20:20,4587427.222092135,,2021-09-09T02:17:19.726310,,,,,Sant Andreu,,
49,,,,C Puerto Príncipe,,8027,,,BARCELONA,2.181260260566652,41.422608628418345,,,Sant Andreu,431584.12717407604,44,﻿99400477790,,True,9,,,62,50,Carrer Puerto Príncipe,269403,2017-02-13T11:22:13,4585995.774943316,,2021-09-09T02:17:26.029831,,,,,el Congrés i els Indians,,
50,,,,Pl Santa Madrona,,8004,,,BARCELONA,2.156314424935835,41.373469043261004,,,Sants-Montjuïc,429446.4480680243,3,﻿99400477818,,True,3,,,11,51,La Plaça Santa Madrona,316900,2017-02-13T12:27:03,4580560.370523482,,2021-09-09T02:17:22.863392,,,,,el Poble-sec,,
51,,,Tel.,C Montalegre,Telèfons,8001,,934021100,BARCELONA,2.1668999341948276,41.384077184997345,,,Ciutat Vella,430342.9941070524,6,﻿99400400974,,True,1,,,1,52,El Campus Raval - UB,216906,2015-11-10T09:21:37,4581729.506297689,,2021-09-09T02:15:42.085241,,,(Informació UB),227264,el Raval,True,20001
52,,,Centraleta,C Jordi Girona,Telèfons,8034,56732071,934016200,BARCELONA,2.116537839859507,41.3889419870853,Universitats,651,Les Corts,426137.5928618464,31,﻿92168177308,,True,4,,,21,53,Universitat Politècnica de Catalunya,169023,1985-12-17T00:00:00,4582311.29472791,,2021-06-03T09:48:33.706279,65103003001003,Planol BCN >> Educació >> Ensenyament reglat >> Universitats,,172675,Pedralbes,True,20003
53,,,,C Paradís,,8002,,,BARCELONA,2.177021839158883,41.38306559448666,,,Ciutat Vella,431188.2459145271,1,﻿99400387351,,True,1,,,2,54,El Gòtic,244708,2015-05-25T18:58:04,4581609.11464572,,2021-09-09T02:14:33.363695,,,,,el Barri Gòtic,,
54,,,,C Pallars,,8005,,,BARCELONA,2.1990636882594146,41.4022744450405,,,Sant Martí,433050.96138443844,221,﻿99400387381,,True,10,,,68,55,El Poblenou,242906,2015-05-26T12:09:56,4583724.384382359,,2021-09-09T02:14:35.763941,,,,,el Poblenou,,
55,,,,Pl Comerç,,8030,,,BARCELONA,2.190044472473194,41.43526902100959,,,Sant Andreu,432331.31163865037,3,﻿99400387385,,True,9,,,60,56,Sant Andreu,85502,2015-05-26T12:18:30,4587394.4184647985,,2021-09-09T02:14:38.167908,,,,,Sant Andreu,,
56,,,,C Fulton,,8032,,,BARCELONA,2.161502292023968,41.42999427513082,,,Horta-Guinardó,429941.02895279374,15,﻿99400387386,,True,7,,,43,57,El nucli antic d'Horta,137209,2015-05-26T12:24:46,4586831.5224626595,,2021-09-09T02:14:37.921873,,,,,Horta,,
57,,,,Pl Lesseps,,8023,,,BARCELONA,2.1510867322061435,41.407712345657075,,,Gràcia,429046.5211547476,18,﻿99400387400,,True,6,,,31,58,La plaça de Lesseps,123408,2015-05-26T13:26:20,4584366.282306089,,2021-09-09T02:14:44.349060,,,,,la Vila de Gràcia,,
58,,,Tel.,Carrer de l'Aldea,Telèfons,8023,55733072,932562877,Barcelona,2.149915320833742,41.41860650477411,Centres cívics,651,Gràcia,428960.4827350506,15,﻿92127125234,,True,6,,,29,59,Centre Cívic El Coll - La Bruguera,7804,1992-05-06T00:00:00,4585576.701487252,,2022-06-13T10:08:48.158902,65103002002004,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,,171181,el Coll,True,20001
59,,,Tel.,Carrer de l'Aldea,Telèfons,8023,66731068,932562877,Barcelona,2.149915320833742,41.41860650477411,WiFi BCN,651,Gràcia,428960.4827350506,15,﻿92127125234,,True,6,,,29,60,Centre Cívic El Coll - La Bruguera,7804,1992-05-06T00:00:00,4585576.701487252,,2022-06-13T10:08:48.158902,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,,171181,el Coll,True,20001
60,,,Tel.,Av Estadi,Telèfons,8038,55737068,932924212,BARCELONA,2.156511461067073,41.367133300030396,Parcs i jardins,651,Sants-Montjuïc,429456.081121897,69,﻿92154102452,,True,3,,,11,61,Jardins de Joan Maragall - Palauet Albéniz,116402,1992-06-02T00:00:00,4579856.827394613,,2022-07-04T09:35:02.391713,65103002006000,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,Palauet Albeniz,171548,el Poble-sec,True,20001
61,,,,Av Diagonal,,8028,,,BARCELONA,2.125713944106764,41.387938521008294,,,Les Corts,426903.6504419463,629,﻿99400391193,,True,4,,,20,62,La Diagonal,144601,2015-07-09T10:25:22,4582192.110057333,,2021-09-09T02:15:33.333952,,,,,la Maternitat i Sant Ramon,,
62,,,,C Coroleu,,8030,,,BARCELONA,2.1881654862843227,41.43277350201,,,Sant Andreu,432171.73024285847,15,﻿99400391194,,True,9,,,60,63,Refugi Antiaeri de La Lira,91403,2015-07-09T10:44:22,4587118.8381177215,,2021-03-03T22:14:14.454513,,,,,Sant Andreu,,
63,,,,C Pinar del Río,,8027,,,BARCELONA,2.182057614392575,41.42243408970824,,,Sant Andreu,431650.57353301666,32,﻿99400391217,,True,9,,,62,64,Refugi Antiaeri 977 (Matanzas / Pinar del Río),255704,2015-07-09T12:20:01,4585975.768151741,,2021-03-03T22:14:49.854294,,,,,el Congrés i els Indians,,
64,,,,Pl Orfila,,8030,,,BARCELONA,2.1914901770236495,41.436298796229686,,,Sant Andreu,432453.1634334015,5,﻿99400391226,,True,9,,,60,65,Capella dels Segadors,235809,2015-07-09T13:14:23,4587507.614386384,,2022-06-02T09:58:17.814997,,,,,Sant Andreu,,
65,,,,C Oristà,,8033,,,BARCELONA,2.1857427165784453,41.464786625292604,,,Nou Barris,432002.7441651357,16,﻿99400391529,,True,8,,,56,66,El Rec Comtal,236506,2015-07-14T15:45:15,4590674.822456729,,2021-09-09T02:15:38.454768,,,,,Vallbona,,
66,,,Tel.,Pg Joan Borbó C Barcelona,Telèfons,8039,57731068,932214600,BARCELONA,2.187849724478972,41.37127323270199,Bàsquet,651,Ciutat Vella,432081.3394979735,93,﻿92086001699,,True,1,,,3,67,Club Natació Barcelona,224904,1984-05-30T00:00:00,4580291.406689088,,2022-04-08T13:30:45.569565,65103004000000,Planol BCN >> Esports >> Esports d'equip >> Bàsquet,,160028,la Barceloneta,True,20001
67,,,Tel.,Pg Joan Borbó C Barcelona,Telèfons,8039,57731070,932214600,BARCELONA,2.187849724478972,41.37127323270199,Frontennis,651,Ciutat Vella,432081.3394979735,93,﻿92086001699,,True,1,,,3,68,Club Natació Barcelona,224904,1984-05-30T00:00:00,4580291.406689088,,2022-04-08T13:30:45.569565,65103004000002,Planol BCN >> Esports >> Esports d'equip >> Frontennis,,160028,la Barceloneta,True,20001
68,,,Tel.,Pg Joan Borbó C Barcelona,Telèfons,8039,57731071,932214600,BARCELONA,2.187849724478972,41.37127323270199,Futbol sala,651,Ciutat Vella,432081.3394979735,93,﻿92086001699,,True,1,,,3,69,Club Natació Barcelona,224904,1984-05-30T00:00:00,4580291.406689088,,2022-04-08T13:30:45.569565,65103004000003,Planol BCN >> Esports >> Esports d'equip >> Futbol sala,,160028,la Barceloneta,True,20001
69,,,Tel.,Pg Joan Borbó C Barcelona,Telèfons,8039,57732077,932214600,BARCELONA,2.187849724478972,41.37127323270199,Altres esports,651,Ciutat Vella,432081.3394979735,93,﻿92086001699,,True,1,,,3,70,Club Natació Barcelona,224904,1984-05-30T00:00:00,4580291.406689088,,2022-04-08T13:30:45.569565,65103004001009,Planol BCN >> Esports >> Esports individuals >> Altres esports,,160028,la Barceloneta,True,20001
